organism,subset,compound,dose_uM,seed,quiescent_fraction,command_rate_hz,network_rate_hz
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,137,0.0,1.4325,1.4314027777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,219,0.0,1.4181944444444443,1.4327083333333333
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,331,0.0,1.4209722222222225,1.4390416666666668
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,443,0.0,1.4525,1.4392777777777779
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,42,0.0,1.3259722222222223,1.3148472222222223
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,137,0.0,1.304861111111111,1.3036388888888888
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,10000.0,219,1.0,0.4663888888888889,0.4782222222222222
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,10000.0,331,1.0,0.4679166666666667,0.4844583333333333
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,10000.0,443,1.0,0.48708333333333337,0.4814861111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,30000.0,42,1.0,0.45208333333333334,0.4530972222222222
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,219,0.0,1.2861111111111112,1.3056666666666668
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,331,0.0,1.2934722222222221,1.3136805555555555
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,443,0.0,1.3216666666666665,1.31275
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,300.0,42,0.0,1.0851388888888889,1.0763472222222221
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,1000.0,42,0.4791666666666667,0.7622222222222222,0.7604722222222222
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,1000.0,137,0.5208333333333334,0.7566666666666667,0.7573055555555556
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,1000.0,219,0.6041666666666666,0.7345833333333333,0.7561527777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,1000.0,331,0.5625,0.7427777777777779,0.7641527777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,30.0,443,0.0,1.5180555555555557,1.5023333333333333
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,42,0.0,1.5055555555555555,1.499111111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,137,0.0,1.4859722222222222,1.4873888888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,219,0.0,1.4781944444444444,1.4895416666666668
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,30.0,42,0.0,1.5105555555555554,1.5052222222222222
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,30.0,137,0.0,1.4927777777777778,1.4933194444444444
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,30.0,219,0.0,1.4840277777777777,1.4951944444444445
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,30.0,331,0.0,1.484861111111111,1.5006527777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,1000.0,443,0.4166666666666667,0.7768055555555554,0.7630694444444445
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,42,1.0,0.5743055555555555,0.5733472222222222
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,137,1.0,0.5627777777777778,0.566625
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,219,1.0,0.5545833333333333,0.5664861111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,331,1.0,0.5581944444444445,0.5741805555555556
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,443,1.0,0.5818055555555556,0.5711805555555556
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,10000.0,42,1.0,0.48347222222222214,0.483
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,10000.0,137,1.0,0.4709722222222222,0.4773472222222222
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,219,0.0,1.4625000000000001,1.4740277777777777
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,331,0.0,1.4626388888888888,1.4797222222222222
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,443,0.0,1.4966666666666668,1.4807777777777777
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,42,0.0,1.4480555555555557,1.4413194444444444
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,30000.0,137,1.0,0.44208333333333333,0.4495138888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,30000.0,219,1.0,0.44277777777777777,0.45045833333333335
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,30000.0,331,1.0,0.44055555555555553,0.45606944444444447
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,cis_12_dichloroethylene,30000.0,443,1.0,0.4615277777777778,0.45416666666666666
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,331,0.0,1.4794444444444441,1.4944861111111112
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,443,0.0,1.5119444444444443,1.497111111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,42,0.0,1.4916666666666665,1.4837222222222222
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,137,0.0,1.471111111111111,1.4712361111111112
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,3000.0,443,0.0,1.387777777777778,1.3762777777777777
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,42,0.0,1.3225,1.312736111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,137,0.0,1.3029166666666667,1.3014583333333334
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,219,0.0,1.2844444444444445,1.3033333333333332
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,30.0,137,0.0,1.4945833333333336,1.4945972222222221
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,30.0,219,0.0,1.485,1.4963194444444445
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,30.0,331,0.0,1.4863888888888888,1.5015555555555555
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,30.0,443,0.0,1.5193055555555555,1.5034166666666666
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,137,0.0,1.4325,1.4313194444444444
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,219,0.0,1.4181944444444443,1.4325277777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,331,0.0,1.4205555555555556,1.4389305555555556
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,443,0.0,1.4525,1.4390972222222222
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,100.0,42,0.0,1.5080555555555557,1.5026527777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,100.0,137,0.0,1.4905555555555552,1.4906805555555556
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,100.0,219,0.0,1.481111111111111,1.4925972222222221
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,100.0,331,0.0,1.4823611111111112,1.4979027777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,331,0.0,1.2909722222222222,1.3112777777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,443,0.0,1.3198611111111112,1.3103888888888888
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,42,0.0,1.2919444444444443,1.279236111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,137,0.0,1.2723611111111113,1.2685833333333334
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,219,0.0,1.25125,1.2701666666666667
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,331,0.0,1.2584722222222222,1.27925
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,443,0.0,1.2865277777777777,1.2789583333333334
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,30.0,42,0.0,1.5122222222222224,1.5062222222222221
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,3000.0,42,0.0,1.3851388888888891,1.3775
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,3000.0,137,0.0,1.3679166666666667,1.3680416666666666
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,3000.0,219,0.0,1.3498611111111112,1.3686666666666667
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,trans_12_dichloroethylene,3000.0,331,0.0,1.356527777777778,1.3759305555555557
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,300.0,331,0.0,1.4722222222222223,1.4881944444444444
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,300.0,443,0.0,1.5054166666666664,1.4904583333333334
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,1000.0,42,0.0,1.4731944444444445,1.4640416666666667
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,1000.0,137,0.0,1.4509722222222223,1.4523333333333333
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,100.0,443,0.0,1.5151388888888888,1.5000833333333334
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,300.0,42,0.0,1.4998611111111113,1.4931527777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,300.0,137,0.0,1.479861111111111,1.4806805555555556
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,300.0,219,0.0,1.4706944444444445,1.4827222222222223
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,1000.0,219,0.0,1.442222222222222,1.453638888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,1000.0,331,0.0,1.4412500000000001,1.4600694444444444
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,1000.0,443,0.0,1.4761111111111112,1.4605
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,3000.0,42,0.0,1.415,1.4078333333333333
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,3000.0,137,0.0,1.4001388888888888,1.39925
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,3000.0,219,0.0,1.3847222222222222,1.4005138888888888
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,3000.0,331,0.0,1.3888888888888886,1.407125
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,3000.0,443,0.0,1.4181944444444445,1.4071944444444444
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,10000.0,443,0.0,1.3431944444444444,1.3348333333333333
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,30000.0,42,0.0,1.3030555555555556,1.291763888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,30000.0,137,0.0,1.2831944444444445,1.2807222222222223
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,30000.0,219,0.0,1.2633333333333334,1.2821666666666667
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,30000.0,331,0.0,1.2695833333333333,1.2912222222222223
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,30000.0,443,0.0,1.2972222222222223,1.2899722222222223
mouse,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,42,0.0,1.4641666666666666,1.456125
mouse,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,137,0.0,1.4444444444444444,1.4450555555555555
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,10000.0,42,0.0,1.347361111111111,1.3373055555555555
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,10000.0,137,0.0,1.3281944444444445,1.3265694444444445
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,10000.0,219,0.0,1.3076388888888888,1.3269027777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,hexafluoroethane,10000.0,331,0.0,1.3144444444444445,1.3362222222222222
mouse,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,219,0.0,1.4338888888888885,1.4466666666666668
mouse,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,331,0.0,1.4330555555555555,1.4527916666666667
mouse,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,443,0.0,1.46875,1.4530277777777778
mouse,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,42,0.0,1.3613888888888888,1.3531805555555556
mouse,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,219,0.875,0.6538888888888889,0.6695694444444444
mouse,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,331,0.9375,0.6598611111111111,0.6794166666666667
mouse,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,443,0.7916666666666666,0.6918055555555555,0.6765972222222222
mouse,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,10000.0,42,1.0,0.585,0.5854861111111112
mouse,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,137,0.0,1.34375,1.3429583333333333
mouse,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,219,0.0,1.3229166666666667,1.3438055555555555
mouse,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,331,0.0,1.3325,1.3523888888888889
mouse,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,443,0.0,1.3619444444444444,1.3516388888888888
